,id,url,name,description,host_id,host_name,country,city,price,availability_30,availability_60,availability_90,availability_365,amenities,no_of_reviews,review_score,latitude,longitude
401,13217170,https://www.airbnb.com/rooms/13217170,Cozy Apartment in Bed-Stuy,"We are close to A, C Subways, Fort Greene Park, YMCA gym, grocery stores, great restaurants . You’ll love my place because of the neighborhood, the hospitality, the ambiance. My place is good for couples and solo adventurers. Getting Around The subway station is right around the corner. It literally takes 3 mins to get to the station. You can even see the station from the balcony. Other Things to Note Keep in mind that you will have the privacy of your own bedroom. I will be staying on the second floor. But it's like I'm not even there! You can access the tv room, kitchen, balcony, bathroom, etc. You will be staying in our Guest Bedroom and have access to the kitchen, living room and 2 full bathrooms. We are very friendly and enjoy getting to know all our guests!  Check out some of our previous reviews from our old airbnb account.... We are 5 blocks away from the C train and 8 blocks away from the A train.  These trains take you straight to Washington Square park, World Trade Center, 3",64172780,Eleni,United States,New York,50.0,0,0,0,0,"['Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50']",7,10.0,40.68604,-73.95375
402,13223739,https://www.airbnb.com/rooms/13223739,Reduced! Special deal $119 Free Wifi,"Kauai Beach Resort located along miles of secluded beach in Lihue, Hawaii. Lihue Airport and the towns of Wailua and Lihue are 4 miles from the hotel Naupaka Terrace, the hotel's signature restaurant, offers premium-choice aged beef & local seafood. No daily maid service.",5654668,Molly,United States,Kauai,119.0,3,9,24,259,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Self check-in', 'Building staff']",44,9.0,22.01071,-159.33923
403,13227163,https://www.airbnb.com/rooms/13227163,Apartment in the centre with parking,"This apartment it is where I live. It is right in the centre, near the pedestrian part of the main street of the centre-Rua de Santa Catarina. However it is a very quiet building and you don't listen any noise... It is near metro station where guests can arrive directly from Porto Airport ( Francisco Sá Carneiro Airport ). The neigborhood have cafés, cheap and typical restaurants, groceries, and supermarkets. If you need the garage, please mention it when you make the reservation. The living-room have 1 sofa-bed where can sleep 1 person. The building have elevator from the garage to the apartment. From the Airport, guests can catch the metro until Campo 24 de Agosto metro station. From that metro station to the apartment it is 5 minuts walking. The metro trip takes around 45 minuts. Please let us know your flight details, for we can manage your arrival. If you come by car, please let us know more or less what time you will arrive in Porto. We are not all the time at home.",74215308,Alcino,Portugal,Porto,55.0,29,59,89,89,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",22,9.0,41.15207,-8.59966
404,13242217,https://www.airbnb.com/rooms/13242217,One bdrm apt in Central/Sheung Wan next to Soho,"Located between Hollywood and Caine Road, just down from Soho bars/restaurants and not far from Wyndham St. and LKF nightlife. 5 minute walk to the escalator. Good for travelling couples, solo adventurers, and business travellers. - pool passes will be available upon check-in to the flat; accessible hours will be communicated I can be reached via (Hidden by Airbnb) (+ (Phone number hidden by Airbnb) and email (Email hidden by Airbnb) once a reservation has been made. The neighborhood is relatively quiet, especially on the 11th floor, however there are restaurants at the base of the block. Within a 5-minute walk in any direction there are many options for food and drink. MTR (subway) is roughly a 10-minute walk although times can vary going to and from the flat depending on the route; note that the flat is located on a slope and all MTR locations are at the base of said slope; access to the escalator leading to Central MTR station is  encouraged although Sheung Wan MTR station is closer",37153965,Daniel,Hong Kong,Hong Kong,416.0,0,0,0,0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Other']",13,10.0,22.284,114.15096
405,13252758,https://www.airbnb.com/rooms/13252758,Vacances de reve à Espinho (Porto),"Amoureux du nord du Portugal, nous avons acheté cet appartement à Espinho, station balnéaire à 15 kms au sud de Porto (20 minutes en train). Idéalement situé, dans le quartier des Pêcheurs, à 250 m de l'océan (vue mer depuis le séjour) et à 5 minutes du coeur d'Espinho et des commerces.  La plage d'Espinho est un des 10 meilleurs spots de surf du Portugal. Nous avons aménagé ce logement pour qu'il soit convivial et agréable à vivre. Spacieux, avec 3 chambres, une salle de bains et un cabinet de toilettes, il convient parfaitement aux familles. En hiver, nous facturons le chauffage sur la base de 0,20 cts le kwh. Nous sommes particulièrement attentifs à la propreté de ce lieu pour que chaque hôte s'y sente comme chez lui. C'est pourquoi nous assurons le ménage à la fin de chaque séjour. Les hôtes sont les bienvenus. Ils ont accès à l'ensemble du logement composé de 3 belles chambres. Nous faisons notre maximum pour que nos hôtes passent un séjour agréable. Vous trouverez dans le logemen",69799996,Marie,Portugal,Porto,45.0,4,11,27,272,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",37,9.0,40.99568,-8.64343
406,1325472,https://www.airbnb.com/rooms/1325472,"Sunny, Huge, Quiet Room Doorman Bld","This is a huge, quiet and sunny room with top of the line queen size mattress, Bose radio, Sonos, free fast internet, 37"" inch TV for streaming, full closet, huge desk, sitting area, Turkish carpet, very private, quiet and sunny. Extra spacious, quiet, private with free super fast internet, plus : your own closet, bureau, large empty desk, queen size bed that can cure insomina, nightstands, comfy over-size chair, enough space to work out, do yoga, excellent lighting and shared bathroom.  Air conditioning is available upon request. Heat is free. All is provided by a mature, courteous and friendly owner.  This room is on the far side of the apartment allowing visitors to enjoy their space personally and privately. My building is over the Hudson River, near Ft Tryon Park which is cliff-side, scenic and considered the most beautiful park in NYC. A few blocks away is Riverside Park that lends to a bike path over 20 miles long.  The apartment is near all conveniences including many restauran",7182180,Lee,United States,New York,73.0,30,60,90,365,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Suitable for events', 'Washer', 'Dryer']",6,9.0,40.85704,-73.93789
407,13261391,https://www.airbnb.com/rooms/13261391,Habitación doble al lado de La Pedrera,"Lugares de interés: The Sutton Club, La Pedrera, Pg de Gràcia, Centro, Bling Bling. Te va a encantar mi lugar debido a El ambiente, Piso céntrico, Como en casa. Mi alojamiento es bueno para parejas y aventureros.",44847267,Manuel,Spain,Barcelona,18.0,0,0,0,0,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",3,10.0,41.39533,2.16316
408,13265567,https://www.airbnb.com/rooms/13265567,Appartement très tendance en plein centre ville.,"Notre appartement est situé en plein centre-ville de Montréal. A 3 minutes à pied du métro Sherbrooke, il s'agit d'un pied à terre idéal pour visiter Montréal.  Avec ses 2 chambres, 2 balcons, et une canapé lit, vous pourrez venir jusqu'à 6 personnes sans aucun problème.  Disposant de la climatisation,  télévision HD , une pS3 , et une connexion Wifi haut débit, vous pourrez vous sentir ici comme chez vous. logement en plein centre-ville avec la climatisation et 2 balcons pour profiter du beau temps. quartier à la fois animé la journée et assez tranquille la nuit. Situé au dessus d'une rue piétonne, lieu idéal pour se reposer en étant proche du centre-ville. Station métro à 2 min à pied, station Bixi à 1 min à pied. Parking privé à 2 min à pied.",74710222,Sébastien,Canada,Montreal,90.0,0,0,0,0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",18,10.0,45.51664,-73.57039
409,13266188,https://www.airbnb.com/rooms/13266188,"2br/1ba,1 kitchentte, 10min walk to Waikiki beach","-Walk-up apartment in convenient location. 10min walk to beach, 5 min to bus stop and ABC store. ~ 400sq ft. -AC in each room (may be loud) -2bedrooms (2beds in each room), 1bathroom, and a kitchenette. (no living room) -Free Wi-Fi, fridge, a hot plate and utensils for simple cooking and eating.  -Parking - additional charge of $15/night. -Coin laundry in garage -Check-in 3PM-9PM: extra $10 after 9PM.  check-out by 11AM.   -The room is on the fourth floor and there is no elevator.",63403741,Kazue,United States,Oahu,130.0,7,35,65,155,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Host greets you']",51,9.0,21.27703,-157.82304
410,132695,https://www.airbnb.com/rooms/132695,Perfect Williamsburg Summer Haven,"Beautiful, charming, light filled 1.5 bedroom apartment in the heart of happening Williamsburg, one block from the train and steps away from great restaurants, bars, parks and shops. Enjoy a the coolest part of NYC from a haven full of character! Enjoy summer in NYC while staying in our lovely, light drenched Williamsburg, Brooklyn walk-up. Simply and artfully decorated with two bedrooms (one is used as a nursery), the charming apartment  also has a full size living room, eat-in kitchen, and lovely bath and is available for a couple or a single person. No roommates, please. Bedroom has luxury Queen size Keetsa eco-bed and the apartment includes Wi-Fi, 2 AC's, coffee maker, gas stove and lots of plants and art to keep you company. We are in a busy and extremely safe area - just one short block from the 'L' train (whisks you into Manhattan in under 10 minutes), and in the middle of happening Williamsburg with loads of bars, excellent restaurants (mexican, indian, fine dining, turkish, fr",507186,Holly,United States,New York,125.0,0,0,0,0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",15,10.0,40.71109,-73.94332
411,13272687,https://www.airbnb.com/rooms/13272687,A GEM IN THE HEART  OF BYZANTINE  ISTANBUL,"The apartment is 94 squared meters on the third floor of an apartment building. It is  300 meters away from İstiklal Cd, the well known pedestrian walkaway of the City, and 500 meters from the Metro station of Sishane on Istiklal. This is a lovely place with an excellent view of the Golden Horn waterway and the entire Ottoman and Byzantine Istanbul. The apartment is a lovely retreat for business travelers, and families (with kids), and couples on their Honeymoon. Its ideal location, its proximity to all public transportation, museums, and all the sites that one should not miss visiting while in Istanbul. Across the street there is a mini market open 24/7 where one can find from fresh fruit and vegetables to milk and other necessities. In the market one can request assistance with his luggage previously mentioned. The entire apartment except a small storage area across from the bathroom. Chronis is only a phone call away and if it so happens that the needs of his work take him away from",74782612,Chronis,Turkey,Istanbul,385.0,13,19,40,122,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",39,10.0,41.03485,28.97312
412,13299231,https://www.airbnb.com/rooms/13299231,The Porto Concierge - Bouganvillea Oporto Flat,"Lovely apartment in a retro style, fully equipped, in the heart of Porto downtown, right next to one of the most iconic spots: Mercado do Bolhão. Very bright and comfortable with balcony. The Porto Concierge service available 24/7 for your convenience. Free luggage storage at our Welcome Center. 1 bedroom apartment, with a big sofa-bed in the living room. The kitchen comunicates with the living room through an open window with a counter. Very bright and with a beautiful balcony where you can enjoy your breakfast in the morning, or a glass of wine at the end of the day! Guests will have access to all the amenities in the apartment. When you arrive you will be met by The Porto Concierge service that will receive you for check-in and share with you tips about where to find special places to eat, visit and have fun. The Apartment is located in the Downtown of the city, near the important monuments and interesting points that you can visit by walking. The center of all the everyday bustle i",75091963,Edgar,Portugal,Porto,65.0,4,23,53,325,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron']",119,10.0,41.14987,-8.60701
413,13299549,https://www.airbnb.com/rooms/13299549,"CL405-Great Apartment, Everything on its Door Step","Sydney Bridge St ** Property Features ** 2 Bedroom Sleeps 4 1 Queen bed 2 Single beds 1 Bathroom Dishwasher Microwave Stereo TV DVD Unlimited WIFI Fully equipped internal laundry Washing machine Dryer Level 4 Fully prepared with linen & towels Air conditioning Pool Property Code: CL405 A complimentary welcome pack includes a number of single use items to get you started including tea, coffee, sugar, milk, snacks, soap, laundry & dish washing supplies.  This fully furnished property includes quality amenities & every convenience to ensure you enjoy a comfortable 'home away from home'. All linen is included in the rental rate. Serviced cleaning is available on request & a departure cleaning charge applies to all bookings. Front and centre for all this beautiful city has to offer. Sydney Harbour is one of the most beautiful in the world. Explore the many bars, cafes and restaurants that line the shoreline or take a stroll through the lanes to find one of the many hidden gems. In the city ",15739069,The Apartment Service,Australia,Sydney,200.0,14,31,61,336,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron']",25,9.0,-33.86252,151.20904
414,13302796,https://www.airbnb.com/rooms/13302796,Sydney CBD 3 Bedroom 1 Bathroom Apartment,"My place is close to Hyde Park, AMP Centrepoint tower, World tower, Chinatown, Darling Harbour, Museum, Town Hall and Central stations, Sydney Opera house, Kings Cross, QVB, Westfield shopping centre/Pitt st mall, Australian Museum, Anzac Memorial, St Mary's Cathedral, St Vincent Hospital. You’ll love my place because of excellent location and rooftop pool, spa, sauna and gym. My place is good for couples, solo adventurers, business travellers, families (with kids), and big groups Please note, the rooftop spa is currently under repairs Located in the Sydney CBD on the corner of Liverpool st and Oxford st opposite the Hyde Park. 10 minutes walk to Darling Harbour and Chinatown. 2 minutes walk to Museum Train Station. 20 minutes walk to Circular Quay and the Opera House. 2 minutes walk to bus stop that takes you straight to Bondi Beach in 20 minutes. Museum station (which is the city circle station) is located only a couple of minutes walk from the apartment. Cot, high chair and stroller",70570922,Inna,Australia,Sydney,370.0,23,51,81,304,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Babysitter recommendations', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access', 'Host greets you']",46,9.0,-33.87546,151.21355
415,13304991,https://www.airbnb.com/rooms/13304991,The charming blue suite - Copacabana,"Introducing the blue suite, a double room with en-suite bathroom, part of a newly rebuilt colonial  guest house, located in a private street in the heart of Copacabana. What makes it special? PRIVACY, I don't leave there, it's only for guests; SAFETY,  the house is in a gated community; UNBEATABLE LOCATION, very close to subway, shops, bars, beach; BEST ADVICE: insider's tips from a local host who loves showing Rio with safety; FULLY EQUIPPED; REALLY QUIET PLACE; HIGHLY APPROVED BY FORMER GUESTS The blue suite is located at the front of the guesthouse, facing the small alley that connects it to the outside Pompeu Loureiro Street. It is very silent, a residential hub, an oasis in the middle of the non-stop frenzy of Copacabana. You have your own suite, consisting of a private bedroom for a couple, with its exclusive bathroom inside. But you also share a  kitchen, a TV room and a dining room with other guests. If you got a car, there is possibility to park inside the villa or at my house",3535482,Sergio,Brazil,Rio De Janeiro,101.0,12,39,66,338,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Other']",64,10.0,-22.974614743860805,-43.19201873734328
416,13308110,https://www.airbnb.com/rooms/13308110,Sunny & Spacious 1bdrm apt,"This apartment is located in the heart of Bushwick, just a block away from the Jefferson stop. You'll be surrounded by art as most of the buildings here are covered in murals, not to mention the abundant amount of bars, restaurants, coffee shops, and galleries.  This is a true one-bedroom apartment with a private bedroom and a living room. The bedroom has a queen bed, and the couch pulls out to a full. Each room has two windows giving the space plenty of light! Great space with a Bluetooth stereo and a projector for those nights in! I'll definitely be around to greet you, hand off the keys, and show you around the apartment. During your stay, there will be a contact person nearby to help you in case you have any questions about the apartment. Just a block away from the Jefferson L stop!",1713791,Roshan,United States,New York,149.0,23,40,70,70,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",36,9.0,40.70699,-73.92188
417,13318405,https://www.airbnb.com/rooms/13318405,Sunset Beach and Ocean Views,"Sunset Beach at your fingertips! Why spend hours in traffic for an ""Entire Place"" (aka someone's garage).  Park the car, lose the keys and live the ALOHA life the way it was meant to be lived. Walking distance:  Sunset beach, Ted's Bakery, Velzyland Biking distance:  Pipeline, Waimea Bay, Sharks Cove, Hiking trails, Foodland, Food Trucks, Coffee shops Booking includes 2 bicycles and direct access to the Ke Ala Pupukea bike path, connecting you to all of the North Shore's beautiful attractions.  It also includes snorkels, swim fins, soft top surfboards, an ocean kayak, and free WiFi. Located < 1 mile from bus stop for TheBus; O'ahu's public transportation system",27569469,Derek,United States,Oahu,95.0,8,29,52,135,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Host greets you']",120,10.0,21.67923,-158.03886
418,13320545,https://www.airbnb.com/rooms/13320545,Chic Queen Bed in 5 Star Location!,"Spacious Rooftop Terrace in a Cosmopolitan Suburb. Close to Centenial Park, Right on Oxford st! Close to Paddington Pubs, Restaurants & shops, 15min walk to Central CBD &  15min bus to Bondi Beach. You'll love the apartment which is artfully decorated & the only one (1st floor of townhouse) so very peaceful & private.  I pride myself on giving my guests the best value for money, as that’s what I look for in my air bnbs when I travel too!  Can’t wait to welcome you to Sydney :) Cute rustic apartment with modern interiors, Well styled room with sunlight and a super comfortable queen bed (electric blanket) with organic cotton sheets. Sunny & leafy balcony with French door entry, Split level single apartment. A maximum of 2 guests only. The location is EVERYTHING being right next door to the City or Bondi Beach! Our neighbours include 10 William St, Paddo Inn, The Paddington, Fred's, St Peter's & The London, these are all great venues for going out being on your doorstep! We are also 5min ",75333955,Jessica,Australia,Sydney,80.0,0,11,38,39,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Breakfast', 'Pets live on this property', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",35,9.0,-33.88743,151.23062
419,13324467,https://www.airbnb.com/rooms/13324467,Loft Copacabana,"Everything, absolutely EVERYTHING NEW and architected In front of the General Osório subway station and the bicycle rental station, Bike Rio Copacabana Beach - 5 min walk Ipanema Beach - 8 min on foot Arpoador Beach - 15 min on foot Biometric lock (you will not need keys!) 40 Inch Tv Connected Harman-Kardon Bluetooth Dock Double bed Double Sofa Bed wash and dry retro refrigerator Brastemp cooktop coif microwave built-in oven nespresso (10 capsules complimentary) First Lease. Everything, absolutely ALL NEW and architected Opposite the subway station General Osorio and rental station bike, Bike Rio Copacabana Beach> 5 min walk Ipanema Beach> 8 min walk Arpoador beach> 15 min walk biometric lock (you will not need keys!) 40 inch TV connected dock bluetooth Harman Kardon, bed Double sofa bed Wash and dry retro refrigerator Brastemp cooktop coif microwave built-in oven Nespresso (10 caps free) Decor and unique and exclusive infrastructure. biometric lock password. Practicality for you, you ",49073624,Raygs,Brazil,Rio De Janeiro,172.0,20,50,80,133,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Smart lock']",35,9.0,-22.983002257608693,-43.19461538649248
420,13328702,https://www.airbnb.com/rooms/13328702,"Super Studio in Wailea, Maui.","My place is close to Wailea, Maui  hotels, beaches and golf courses. You’ll love my place because it's a very inexpensive way to stay in the best place on earth. My place is good for couples, solo adventurers, and business travelers.",64702170,Mark,United States,Maui,150.0,4,15,24,245,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox']",8,10.0,20.6915,-156.43701
421,1332929,https://www.airbnb.com/rooms/1332929,5*Super host Apartment+terrace  8 min from Ramblas,"My apartment is very bright with lots of sun and a splendid terrace with a table for 4 people for breakfast , or anything you want to do ... It is a perfect place to relax in an atmosphere of silence ... ( Sun shines 340 days a year ) jjjj The apartment is a penthouse 5th floor , but there is a lift We have 2 wonderful rooms : - A room with a large window (natural light and sun) direct access to the terrace + very comfortable double bed super comfortable   , a wardrobe where you can store your clothes and belongings .... also air conditioning and central heating .. . - A living room  with a super comfortable convertible sofa bed ... easy to  open and fold !!! room have cable TV , air conditioning and central heating, beautiful wood table for 4 people ... the room has plenty of natural light and sunshine, with direct access to the terrace... ( super good ! !) - The bathroom is completely clean ,(super important for me and mi people) with shower and bath, toilet complete with everything ",7218242,Antoni,Spain,Barcelona,63.0,0,1,3,112,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access']",320,10.0,41.37144,2.1651
422,13333008,https://www.airbnb.com/rooms/13333008,Family Matters | Historic Centre,"Designed to be suitable for couples, individual adventures and families (with kids). Renovated apartment in a historic and classified building in the city center of Porto. The apartment is very cosy and with a nice decoration. Very well located in the heart of the city and only 40 minutes from the airport by Metro. Near bars, shopping, cafes, tascas restaurants and cultural places.  - 650 meters from the Aliados Avenue - 500 meters from Clérigos Tower - 800 meters from the Metro station  - 750 meters from the famous São Bento Train Station known for its' beautiful tile murals. Beds and rooms information: Room 1 - 1 double bed (140cm * 200cm) - 1 single bed (90cm * 200cm) Room 2 - 1 double bed (140cm*200cm) When you arrive I will provide maps and some suggestions for restaurants and places to visit. You will also find tourist information near the apartment. Other information: - Baby bed (by request and availability) - Baby high chair (by request and availability) - All linen and towels ",2220420,Tomás,Portugal,Porto,70.0,30,48,66,322,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Other', 'Paid parking on premises']",111,9.0,41.14839,-8.61723
